path,text
/storage/speech_dataset/TAT/TAT-Vol1-train/condenser/wav/IU_IUM0007/0020-2.10-03.wav,"tsu7-kiong5 ke1,TLI gi2-gian5 hak8-hau7 e5 au7-piah4."
/storage/speech_dataset/TAT/TAT-Vol1-train/condenser/wav/IU_IUM0007/0020-2.11-03.wav,lin2 tau1 si7 ti7 bi2-kok4 siann2-mih4 soo2-tsai7?
/storage/speech_dataset/TAT/TAT-Vol1-train/condenser/wav/IU_IUM0007/0020-4.78-03.wav,na2 e7 si7 tong2-san2-hue7 u7 tsing3-ki3 tsiah4 e7-tang3 pan7?
/storage/speech_dataset/TAT/TAT-Vol1-train/condenser/wav/IU_IUM0007/0020-3.25-03.wav,hoo7 uan5-kang1 kong1-si1 koo2-tu1 thang1 tso3 thau5-ke1.
/storage/speech_dataset/TAT/TAT-Vol1-train/condenser/wav/IU_IUM0007/0020-4.51-03.wav,m7-na7 an2-ne1.
/storage/speech_dataset/TAT/TAT-Vol1-train/condenser/wav/IU_IUM0007/0020-3.10-03.wav,sui5-e5 ti7-leh4 the3-hiu1 tsiah8-ka1-ki7.
/storage/speech_dataset/TAT/TAT-Vol1-train/condenser/wav/IU_IUM0007/0020-4.11-03.wav,ma7 u7 noo7 bak8 kim1-kong1 tso3 hoo7-huat4.
/storage/speech_dataset/TAT/TAT-Vol1-train/condenser/wav/IU_IUM0007/0020-6.1-03.wav,tinn5-tue3 lau7-bu2.
/storage/speech_dataset/TAT/TAT-Vol1-train/condenser/wav/IU_IUM0007/0020-3.7-03.wav,ti3-su2 hoo7 gua2 su3-siong5 huai5-gi5 ka1-ki7 e5 gua7-piau2.
/storage/speech_dataset/TAT/TAT-Vol1-train/condenser/wav/IU_IUM0007/0020-2.2-03.wav,gua2 tua3 ti7 tiong1-san1-pak4-loo7.
/storage/speech_dataset/TAT/TAT-Vol1-train/condenser/wav/IU_IUM0007/0020-5.35-03.wav,"soo2-i2 tsok4-tsia2 tsu7-jian5 e7 ui3 sing1-uah8-tiong1 e5 tap8-tap8-tih4-tih4 khi3 the2-hue7,tshu2-tsai5."
/storage/speech_dataset/TAT/TAT-Vol1-train/condenser/wav/IU_IUM0007/0020-4.44-03.wav,ing3-kai1 si7 hia1-e5 tiong1-kok4-tong2 .
/storage/speech_dataset/TAT/TAT-Vol1-train/condenser/wav/IU_IUM0007/0020-1.8-03.wav,i1-ti7 it4 kiu2 ngoo2 kiu2 ni5 tshut4-si3.
/storage/speech_dataset/TAT/TAT-Vol1-train/condenser/wav/IU_IUM0007/0020-3.28-03.wav,si7 thau5-tsit8-tsan3 beh4 ing3-hu3 hit4-tong1-si5 siong1-giap8 boo5-sik4 e5 kai2-pian3.
/storage/speech_dataset/TAT/TAT-Vol1-train/condenser/wav/IU_IUM0007/0020-6.20-03.wav,tse1 si7 na7 u7 lang5 mng7-khi2.
/storage/speech_dataset/TAT/TAT-Vol1-train/condenser/wav/IU_IUM0007/0020-6.43-03.wav,gua2 i2-sin1-tsok4-tsik4.
/storage/speech_dataset/TAT/TAT-Vol1-train/condenser/wav/IU_IUM0007/0020-4.54-03.wav,u7 tsiah4-ni7 tse7 su7-kang1 beh4 tso3.
/storage/speech_dataset/TAT/TAT-Vol1-train/condenser/wav/IU_IUM0007/0020-4.67-03.wav,m7-koh4 tshua3 tsing3-hu2 e5 sing3-keh4 ban7-puann1 tshiau5-tshik8 .
/storage/speech_dataset/TAT/TAT-Vol1-train/condenser/wav/IU_IUM0007/0020-5.25-03.wav,"tak8 ki5 e5 bun5-tsiunn1 bo5-lun7 si1,suann3-bun5 iah8-si7 sio2-suat4."
/storage/speech_dataset/TAT/TAT-Vol1-train/condenser/wav/IU_IUM0007/0020-4.53-03.wav,beh4 tso3 e5 tai3-tsi3 tsin1 tse7.
/storage/speech_dataset/TAT/TAT-Vol1-train/condenser/wav/IU_IUM0007/0020-5.29-03.wav,iu5-ki5-si7 kian3-lip8 BONG po3 sio2-suat4 e5 thuan5-thong2.
/storage/speech_dataset/TAT/TAT-Vol1-train/condenser/wav/IU_IUM0007/0020-3.9-03.wav,au7--lai5 khuann3 tua3 kong1-bu7 ki1-koo3 e5 tong5-oh8.
/storage/speech_dataset/TAT/TAT-Vol1-train/condenser/wav/IU_IUM0007/0020-4.30-03.wav,"siong1-hai7 i2-king1 ian5-sin1 kau3 te7-gi7,sann1 tai7--ah4!"
/storage/speech_dataset/TAT/TAT-Vol1-train/condenser/wav/IU_IUM0007/0020-5.31-03.wav,"m7-si7 kan1-na1 thing5-liu5 ti7 sio2 si1,te2 bun5 e5 kai1-tuann7."
/storage/speech_dataset/TAT/TAT-Vol1-train/condenser/wav/IU_IUM0007/0020-4.25-03.wav,ui7-tioh8 ho5-hai5.
/storage/speech_dataset/TAT/TAT-Vol1-train/condenser/wav/IU_IUM0007/0020-4.57-03.wav,beh4 ui5-hoo7 tsing3-gi7.
/storage/speech_dataset/TAT/TAT-Vol1-train/condenser/wav/IU_IUM0007/0020-3.42-03.wav,liang5-se3 liang5-se3.
/storage/speech_dataset/TAT/TAT-Vol1-train/condenser/wav/IU_IUM0007/0020-6.24-03.wav,thue3-hiu1 e5 lang5 sing1-uah8 khi2-ki1 na7 u7 kan2-tan1.
/storage/speech_dataset/TAT/TAT-Vol1-train/condenser/wav/IU_IUM0007/0020-5.5-03.wav,tsit8 ni5--ah4.
/storage/speech_dataset/TAT/TAT-Vol1-train/condenser/wav/IU_IUM0007/0020-4.62-03.wav,tsing5 tsong2-thong2 a1-pinn2--a2 e5 le7.
/storage/speech_dataset/TAT/TAT-Vol1-train/condenser/wav/IU_IUM0007/0020-5.32-03.wav,si7 ai3 huat4-tian2-tshut4 khah4 tng5 khah4 khuah4 e5 bun5-hak8 hing5-sik4 khi3 pau1-ham5 jin5-sing1 kah4 kam2-tsing5 e5 hong1-hu3 sing3.
/storage/speech_dataset/TAT/TAT-Vol1-train/condenser/wav/IU_IUM0007/0020-6.40-03.wav,kau1-pue5 e5 lang5 e7 koh4-khah4 tse7.
/storage/speech_dataset/TAT/TAT-Vol1-train/condenser/wav/IU_IUM0007/0020-5.10-03.wav,tian2-hian7 lan2 e5 kuat4-sim1.
/storage/speech_dataset/TAT/TAT-Vol1-train/condenser/wav/IU_IUM0007/0020-3.33-03.wav,ham7 kut4-thau5 to7 khe3--khi3.
/storage/speech_dataset/TAT/TAT-Vol1-train/condenser/wav/IU_IUM0007/0020-3.46-03.wav,tsit8 kang1 kue3 tsit8 kang1.
/storage/speech_dataset/TAT/TAT-Vol1-train/condenser/wav/IU_IUM0007/0020-4.49-03.wav,"sann1,pue5-siong5,an1-tah4 siu7-hai7 e5 ko3-gin5 iah8-si7 thuan5-the2."
/storage/speech_dataset/TAT/TAT-Vol1-train/condenser/wav/IU_IUM0007/0020-4.9-03.wav,tio7 sng3 hut8-kau3.
/storage/speech_dataset/TAT/TAT-Vol1-train/condenser/wav/IU_IUM0007/0020-5.33-03.wav,"te7-gi7,hing5-sing5 tsit8-tsiong2 sing1-uah8 bi2-kam2 e5 hong1-keh4."
/storage/speech_dataset/TAT/TAT-Vol1-train/condenser/wav/IU_IUM0007/0020-3.31-03.wav,siunn7-be7-kau3 gun2 tai7-li2 san2-phin2 e5 kang1-tiunn5.
/storage/speech_dataset/TAT/TAT-Vol1-train/condenser/wav/IU_IUM0007/0020-4.16-03.wav,tse1 kah4 hong5 the5-mia5 e5 tshiok4-tsin3 tsuan2-hing5 tsing3-gi7 ui2-uan5-hue7 tsu2-ui2 ng5--sian1-sinn1 e5 kong2-huat4 it4-ti3.
/storage/speech_dataset/TAT/TAT-Vol1-train/condenser/wav/IU_IUM0007/0020-4.33-03.wav,hong5 tsau1-that4 tshit4-tsap8 ni5 e5 tai5-uan5.
/storage/speech_dataset/TAT/TAT-Vol1-train/condenser/wav/IU_IUM0007/0020-5.13-03.wav,kong2-sit8-tsai7--e5.
/storage/speech_dataset/TAT/TAT-Vol1-train/condenser/wav/IU_IUM0007/0020-6.19-03.wav,"sim1 na7 kah4 hia1,lang5 tio7 kau3."
/storage/speech_dataset/TAT/TAT-Vol1-train/condenser/wav/IU_IUM0007/0020-6.13-03.wav,tsiah4-si7 i1 tshit4-tsap8 ni5 lai5 tsiu2-kua2 sin1-khoo2 tshi7 kiann2 e5 ke3-tat8.
/storage/speech_dataset/TAT/TAT-Vol1-train/condenser/wav/IU_IUM0007/0020-3.4-03.wav,tsu7 kui2 ni5 tsing5 tio7 tsit8-si3-ke3 hoo7 tu2--tioh8 e5 lang5 mng7-khi2.
/storage/speech_dataset/TAT/TAT-Vol1-train/condenser/wav/IU_IUM0007/0020-4.12-03.wav,tsing3-gi7 bo5 tshiau5-tshik8 e5 khong1-kan1.
/storage/speech_dataset/TAT/TAT-Vol1-train/condenser/wav/IU_IUM0007/0020-4.68-03.wav,bok8-kuai3 tsip4-tsing3 leh4-beh4 nng7 ni5.
/storage/speech_dataset/TAT/TAT-Vol1-train/condenser/wav/IU_IUM0007/0020-4.74-03.wav,tong1-tshoo1 kok4-bin5-tong2 kam2 u7 tai3 tsit8 tshun3 thoo2-te7 lai5?
/storage/speech_dataset/TAT/TAT-Vol1-train/condenser/wav/IU_IUM0007/0020-3.55-03.wav,thang1 u7 king7-tsing1-lik8.
/storage/speech_dataset/TAT/TAT-Vol1-train/condenser/wav/IU_IUM0007/0020-4.4-03.wav,bin7-tui3 sia5-ok4.
/storage/speech_dataset/TAT/TAT-Vol1-train/condenser/wav/IU_IUM0007/0020-5.30-03.wav,the5-si7 tai5-gi2 bun5-hak8 huat4-tian2 e5 hong1-hiong3.
/storage/speech_dataset/TAT/TAT-Vol1-train/condenser/wav/IU_IUM0007/0020-4.18-03.wav,gua2 m7 si7 kong2 tsuan2-hing5 tsing3-gi7 be7-sai2 ho5-kai2 .
/storage/speech_dataset/TAT/TAT-Vol1-train/condenser/wav/IU_IUM0007/0020-5.11-03.wav,ma3 tsing3-bing5 tsit4 e5 khan1-but8 tsun5-tsai7 e5 pit4-iau3.
/storage/speech_dataset/TAT/TAT-Vol1-train/condenser/wav/IU_IUM0007/0020-3.40-03.wav,kong1-si1 to2-kiu1 tong3-tiam7.
/storage/speech_dataset/TAT/TAT-Vol1-train/condenser/wav/IU_IUM0007/0020-3.45-03.wav,sio2-khua2-a2 tso3.
/storage/speech_dataset/TAT/TAT-Vol1-train/condenser/wav/IU_IUM0007/0020-4.31-03.wav,bo5 tsin1-siong3 kam2 e7-sai2?
/storage/speech_dataset/TAT/TAT-Vol1-train/condenser/wav/IU_IUM0007/0020-6.15-03.wav,bo5 siann2 li2-iu5 tsit8 kang1 thua1 kue3 tsit8 kang1.
/storage/speech_dataset/TAT/TAT-Vol1-train/condenser/wav/IU_IUM0007/0020-5.55-03.wav,u7 thau5-tsing5 tshoo1-poo7 e5 sing5-tsik4 tso3 ki1-tshoo2.
/storage/speech_dataset/TAT/TAT-Vol1-train/condenser/wav/IU_IUM0007/0020-5.57-03.wav,ng3-bang7 lan2 tak8-e5 ti7 BONG po3 e5 sing5-tiong2 kue3-ting5-tiong1.
/storage/speech_dataset/TAT/TAT-Vol1-train/condenser/wav/IU_IUM0007/0020-3.2-03.wav,tsok4-tsia2 tan5 ing5-ting5.
/storage/speech_dataset/TAT/TAT-Vol1-train/condenser/wav/IU_IUM0007/0020-2.3-03.wav,"si7 ti7 tai5-uan5-tai7-hak8 e5 hu7-kin7,si7--bo5?"
/storage/speech_dataset/TAT/TAT-Vol1-train/condenser/wav/IU_IUM0007/0020-1.9-03.wav,tshiann2 pang1 gua2 tsuan2 hun1-ki1 sam1 liok8 liok8 liok8.
/storage/speech_dataset/TAT/TAT-Vol1-train/condenser/wav/IU_IUM0007/0020-5.43-03.wav,giam5-keh4 ui5-tshi5 uan5-tsuan5 tai5-gi2 e5 bun5-ji7 hong1-keh4.
/storage/speech_dataset/TAT/TAT-Vol1-train/condenser/wav/IU_IUM0007/0020-4.81-03.wav,tsuan2-hing5 tsing3-gi7 beh4 koh4 thua1 lua7-ku2?
/storage/speech_dataset/TAT/TAT-Vol1-train/condenser/wav/IU_IUM0007/0020-6.57-03.wav,ku2-ku2-tng5-tng5--e5.
/storage/speech_dataset/TAT/TAT-Vol1-train/condenser/wav/IU_IUM0007/0020-4.38-03.wav,ho5-kai2 tsi2-si7 lau5 hoo7 in1 ki1-hue7 ke3-siok8 tsau1-that4 tai5-uan5 nia5.
/storage/speech_dataset/TAT/TAT-Vol1-train/condenser/wav/IU_IUM0007/0020-4.27-03.wav,"kang7-khuan2,na7 u7 ho5-kai2 e5 sim1."
/storage/speech_dataset/TAT/TAT-Vol1-train/condenser/wav/IU_IUM0007/0020-6.9-03.wav,hoo7 i1 lau7-tua7-lang5 suah4 kan1-na1 u7 tshu3 tua3.
/storage/speech_dataset/TAT/TAT-Vol1-train/condenser/wav/IU_IUM0007/0020-4.55-03.wav,ho5-hong2 hit4 kun5 ui1-khuan5 bue2-liu1 ia2-bue7 huan2-sing2.
/storage/speech_dataset/TAT/TAT-Vol1-train/condenser/wav/IU_IUM0007/0020-2.6-03.wav,"tiong1-san1-pak4-loo7 it4 tuann7,tsap8-ji7 hang7,ji7 long7,sann1-pah4-khong3-si3 ho7,ji7 lau5."
/storage/speech_dataset/TAT/TAT-Vol1-train/condenser/wav/IU_IUM0007/0020-6.32-03.wav,u7 kiat4-sok4 tsiah4 u7 sin1 e5 khai1-si2.
/storage/speech_dataset/TAT/TAT-Vol1-train/condenser/wav/IU_IUM0007/0020-4.15-03.wav,"tsit4-ma2 tshua3 tsong2-thong2 king3-gian5 kong2 tsuan2-hing5 tsing3-gi7 e5 thai7-too7 si7 tsin1-siong3,kong1-gi7,ho5-kai2 ."
/storage/speech_dataset/TAT/TAT-Vol1-train/condenser/wav/IU_IUM0007/0020-4.34-03.wav,kam2 bo5 huat4-kian3 hia1-e5 ui1-khuan5 bue2-liu1.
/storage/speech_dataset/TAT/TAT-Vol1-train/condenser/wav/IU_IUM0007/0020-3.13-03.wav,sann1-tsap8-goo7 ni5 lai5 kong1-si1 sun7-sun7--a2.
/storage/speech_dataset/TAT/TAT-Vol1-train/condenser/wav/IU_IUM0007/0020-3.49-03.wav,"soo2-ti3,gua2 beh4 an2-tsuann2 thue3-tshut4 kong1-si1."
/storage/speech_dataset/TAT/TAT-Vol1-train/condenser/wav/IU_IUM0007/0020-4.75-03.wav,"tsit4-ma2 hia1-e5 thoo2-te7,kian3-tiok8-but8 guan5-pun2 m7 in1 e5."
/storage/speech_dataset/TAT/TAT-Vol1-train/condenser/wav/IU_IUM0007/0020-6.17-03.wav,tsiah4 khi3 tinn5-tue3 lau7-bu2.
/storage/speech_dataset/TAT/TAT-Vol1-train/condenser/wav/IU_IUM0007/0020-3.50-03.wav,hoo7 e7-kha1-tshiu2 ke3-siok8 iong7 koh4-khah4 ke7 e5 sing5-pun2.
/storage/speech_dataset/TAT/TAT-Vol1-train/condenser/wav/IU_IUM0007/0020-6.25-03.wav,sim1-kuann1-thau5 tsiah4 e7 tshing1.
/storage/speech_dataset/TAT/TAT-Vol1-train/condenser/wav/IU_IUM0007/0020-6.45-03.wav,i2-gua7 e5 koo2-tong1 tsuan5-poo7 the3-tshut4.
/storage/speech_dataset/TAT/TAT-Vol1-train/condenser/wav/IU_IUM0007/0020-2.8-03.wav,"gua2 bo5 tua3 tai5-pak4,gua2 tua3 ko1-hiong5."
/storage/speech_dataset/TAT/TAT-Vol1-train/condenser/wav/IU_IUM0007/0020-4.36-03.wav,hia1-e5 lang5 kam2 u7 tsit8-sut4-a2 huan2-sing2 e5 sim1?
/storage/speech_dataset/TAT/TAT-Vol1-train/condenser/wav/IU_IUM0007/0020-4.45-03.wav,huan7 gua7 huan7 tsue7 tsiah4 tioh8.
/storage/speech_dataset/TAT/TAT-Vol1-train/condenser/wav/IU_IUM0007/0020-6.36-03.wav,sun7-se3 tshong3-tso7 bo5 sio1-siang5 e5 kiok8-bin7--tshut4-lai5.
/storage/speech_dataset/TAT/TAT-Vol1-train/condenser/wav/IU_IUM0007/0020-3.37-03.wav,loo7-bue2-tshiu2 gun2 tsit4 e5 siau1-siu7 hok8-bu7 lian5-bing5 e5 tsoo1-tsit4 ma7 tue3 leh4 si3-suann3--khi3.
/storage/speech_dataset/TAT/TAT-Vol1-train/condenser/wav/IU_IUM0007/0020-5.58-03.wav,sit8-tsian7 tai5 gi2-bun5 un7-tong7 e5 li2-liam7.
/storage/speech_dataset/TAT/TAT-Vol1-train/condenser/wav/IU_IUM0007/0020-4.84-03.wav,tio7 sng3 tshua3 tsong2-thong2 e7-tang3 koh4 tso3 si3 tang1.
/storage/speech_dataset/TAT/TAT-Vol1-train/condenser/wav/IU_IUM0007/0020-6.8-03.wav,"sin1-pu7 lang5 la1-thian1,khe1-kho2."
/storage/speech_dataset/TAT/TAT-Vol1-train/condenser/wav/IU_IUM0007/0020-5.53-03.wav,liau2-kai2 tai5 gi2-bun5 e5 tiong7-iau3-sing3.
/storage/speech_dataset/TAT/TAT-Vol1-train/condenser/wav/IU_IUM0007/0020-5.47-03.wav,ka7 tai5-gi2 ui3 khau2-gi2 phoo2-phian3 hua3 sak4 hiong3 bun5-hak8 tsing1-ti3 hua3.
/storage/speech_dataset/TAT/TAT-Vol1-train/condenser/wav/IU_IUM0007/0020-4.43-03.wav,lun7-tsin1 kong2.
/storage/speech_dataset/TAT/TAT-Vol1-train/condenser/wav/IU_IUM0007/0020-4.19-03.wav,m7-koh4 ho5-kai2 si7 siu7-hai7-tsia2 iah8-si7 sia7-hue7 guan7-i3 khuan1-iong5 soo2 tian2-hian7--e5.
/storage/speech_dataset/TAT/TAT-Vol1-train/condenser/wav/IU_IUM0007/0020-3.8-03.wav,kam2 tsiann5-sit8 lau7-mooh4-mooh4--ah4.
/storage/speech_dataset/TAT/TAT-Vol1-train/condenser/wav/IU_IUM0007/0020-4.65-03.wav,tsuan2-hing5 tsing3-gi7 ti7 a1-pinn2--a2 tsip4-tsing3 si5-tai7 to7 uan5-sing5--ah4!
/storage/speech_dataset/TAT/TAT-Vol1-train/condenser/wav/IU_IUM0007/0020-4.22-03.wav,ho5-kai2 tiann7-tiann7 e7 hoo7 tsin1-siong3 khuann3 bu7-bu7.
/storage/speech_dataset/TAT/TAT-Vol1-train/condenser/wav/IU_IUM0007/0020-6.44-03.wav,"ji5-tshiann2,iau1-kiu5 ai3 lau5 tsit8 e5 khah4 tsio2-hue3 e5 koo2-tong1 khi3 tsiap4 loh8-khi3 tso3 te7-li7 tai7 e5 king1-ing5-tsia2."
/storage/speech_dataset/TAT/TAT-Vol1-train/condenser/wav/IU_IUM0007/0020-5.23-03.wav,te7-it4.
/storage/speech_dataset/TAT/TAT-Vol1-train/condenser/wav/IU_IUM0007/0020-4.80-03.wav,tshua3 tsing3-hu2 tshu2-li2--khi2-lai5 iau2 hiah4-ni7 nng2-tsiann2 bo5-lat8.
/storage/speech_dataset/TAT/TAT-Vol1-train/condenser/wav/IU_IUM0007/0020-4.85-03.wav,tsuan2-hing5 tsing3-gi7 ma7 be7 uan5-sing5.
/storage/speech_dataset/TAT/TAT-Vol1-train/condenser/wav/IU_IUM0007/0020-3.11-03.wav,tsiah4 lu2 lai5 lu2 kuan3-si3 hoo7 lang5 mng7 an2-ne1.
/storage/speech_dataset/TAT/TAT-Vol1-train/condenser/wav/IU_IUM0007/0020-3.41-03.wav,"king1-ing5-tsia2 e5 sim1-thai3 to3-the3-lu1,uan5-kang1 than3-iunn7 tan2 beh4 the3-hiu1."
/storage/speech_dataset/TAT/TAT-Vol1-train/condenser/wav/IU_IUM0007/0020-3.16-03.wav,tse1 kui2 tsap8 ni5 lai5.
/storage/speech_dataset/TAT/TAT-Vol1-train/condenser/wav/IU_IUM0007/0020-6.50-03.wav,thuan5-sing5 si7 tsu1-guan5 e5 kau1-hu3.
/storage/speech_dataset/TAT/TAT-Vol1-train/condenser/wav/IU_IUM0007/0020-6.41-03.wav,tai7-tsi3 ma7 koh4-khah4 tshap4 be7 liau2.
/storage/speech_dataset/TAT/TAT-Vol1-train/condenser/wav/IU_IUM0007/0020-2.12-03.wav,gun2 tau1 ti7 niu2-iok4.
/storage/speech_dataset/TAT/TAT-Vol1-train/condenser/wav/IU_IUM0007/0020-4.72-03.wav,tong2-san2-hue7 king3-gian5 kong2 ai3 u7 tsing3-ki3 tsiah4 e7-tang3 pan7.
/storage/speech_dataset/TAT/TAT-Vol1-train/condenser/wav/IU_IUM0007/0020-6.34-03.wav,tioh8 ka7 jin7-ting7 si7 bing5-bing5 tang1-tiong1 u7 tsit8 ki1 tshiu2 leh4 khiu2-khiu2-lak8-lak8.
/storage/speech_dataset/TAT/TAT-Vol1-train/condenser/wav/IU_IUM0007/0020-6.3-03.wav,"thau5-nau2 iau2 tshing1-tshoo2,sin1-the2 iau2 iong2-kiann7."
/storage/speech_dataset/TAT/TAT-Vol1-train/condenser/wav/IU_IUM0007/0020-6.30-03.wav,lang5 e5 it4-sing1 ka7 tsiann5 tse7 bo5 sio1-siang5 e5 kai1-tuann7.
/storage/speech_dataset/TAT/TAT-Vol1-train/condenser/wav/IU_IUM0007/0020-3.56-03.wav,to7 tsiann5-tso3 gua2 tsit4 kui2 ni5 lai5.
/storage/speech_dataset/TAT/TAT-Vol1-train/condenser/wav/IU_IUM0007/0020-5.19-03.wav,tse1-si7 lan2 tak8-e5 e5 ing5-kng1 kah4 tsik4-jim7.
/storage/speech_dataset/TAT/TAT-Vol1-train/condenser/wav/IU_IUM0007/0020-3.22-03.wav,"ling7-gua7 hun3-khuah4 khi3 kau3 siong7-hai2,tang1-uan2 nng7 e5 tsi1-tiam2."
/storage/speech_dataset/TAT/TAT-Vol1-train/condenser/wav/IU_IUM0007/0020-6.33-03.wav,tui3 bi7-lai5 e5 kai1-tuann7 lan5-bian2 e7 u7 kiann1-hiann5.
/storage/speech_dataset/TAT/TAT-Vol1-train/condenser/wav/IU_IUM0007/0020-4.7-03.wav,iong7 kiam3 lai5 kiong5-tiau7 tsing3-gi7 e5 lik8-liong7.
/storage/speech_dataset/TAT/TAT-Vol1-train/condenser/wav/IU_IUM0007/0020-5.8-03.wav,in1-ui7 tsit8-ni5 e5-si5-kan1 e7-tang1 tshau1-lian7 lan2 e5 pian1-tsip8 ki1-sut8.
/storage/speech_dataset/TAT/TAT-Vol1-train/condenser/wav/IU_IUM0007/0020-4.73-03.wav,lip8-tiunn5 bing5-hian2 tshong3 m7-tioh8--khi3.
/storage/speech_dataset/TAT/TAT-Vol1-train/condenser/wav/IU_IUM0007/0020-4.60-03.wav,"kan1-na1 si7 peh8-liau2-kang1,sa1-bo5-tsang2,tshian5 si5-kan1."
/storage/speech_dataset/TAT/TAT-Vol1-train/condenser/wav/IU_IUM0007/0020-6.12-03.wav,i1 tshun1--loh8-lai5 e5 git8-tsi2 kue3-tioh8 u7 tsun1-giam5--bo5.
/storage/speech_dataset/TAT/TAT-Vol1-train/condenser/wav/IU_IUM0007/0020-3.20-03.wav,"pi2-lun7,ti7 pat4-liok8 ni5 kha1-tau1 ka7 guan5-pun2 nng7 king1 kong1-si1."
/storage/speech_dataset/TAT/TAT-Vol1-train/condenser/wav/IU_IUM0007/0020-4.58-03.wav,tioh8-ai3 iong7 kiam3 m7 si7 iong7 bit8 .
/storage/speech_dataset/TAT/TAT-Vol1-train/condenser/wav/IU_IUM0007/0020-2.1-03.wav,"tshiann2-mng7,li2 tua3 ti7 to2-ui7?"
/storage/speech_dataset/TAT/TAT-Vol1-train/condenser/wav/IU_IUM0007/0020-4.37-03.wav,bo5 kong1-gi7 tso3 thau5-tsing5.
/storage/speech_dataset/TAT/TAT-Vol1-train/condenser/wav/IU_IUM0007/0020-5.21-03.wav,tse1 tsit8-ni5.
/storage/speech_dataset/TAT/TAT-Vol1-train/condenser/wav/IU_IUM0007/0020-4.48-03.wav,"ji7,tshu2-hun7 tso7-sing5 put4-kong1-put4-gi7 e5 ko3-gin5 iah8-si7 thuan5-the2."
/storage/speech_dataset/TAT/TAT-Vol1-train/condenser/wav/IU_IUM0007/0020-4.2-03.wav,tsok4-tsia2 tsiunn2 jit8-ing5.
/storage/speech_dataset/TAT/TAT-Vol1-train/condenser/wav/IU_IUM0007/0020-6.29-03.wav,tse1 tio7 si7 gua2 kuat4-sim1 beh4 kue3 tshing1-sim1 e5 thue3-hiu1 sing1-uah8 e5 tsun2-pi7.
/storage/speech_dataset/TAT/TAT-Vol1-train/condenser/wav/IU_IUM0007/0020-5.22-03.wav,BONG po3 e5 huat4-tian2 khah4 tik8-piat8 e5-sing5-ko2 u7 sann1 tiam2.
/storage/speech_dataset/TAT/TAT-Vol1-train/condenser/wav/IU_IUM0007/0020-4.24-03.wav,tshu2-li2 tshu3-lai7 gin2-a2 iah8-si7 hak8-hau7 hak8-sing1 uan1-ke1 e5 si5-tsun7.
/storage/speech_dataset/TAT/TAT-Vol1-train/condenser/wav/IU_IUM0007/0020-4.77-03.wav,kam2 m7 si7 in1 ai3 the5-tshut4 soo2-iu2-khuan5 tsing3-ki3?
/storage/speech_dataset/TAT/TAT-Vol1-train/condenser/wav/IU_IUM0007/0020-5.16-03.wav,khuann3-e7-tioh8 e5 tsiong1-lai5.
/storage/speech_dataset/TAT/TAT-Vol1-train/condenser/wav/IU_IUM0007/0020-1.7-03.wav,gun2-tau1 e5 tian7-ue7 ho7-be2 si7 khong3 sam1 kiu2 ji7 kiu2 it4 tshit4 sam1 it4.
